Year Month,Postal Code,Customer Class,Total Gallons
201312,78726,Irrigation - Commercial,2102900
201312,78727,City of Austin,28900
201312,78727,Commercial,17008800
201312,78727,Irrigation - City of Austin,14200
201312,78727,Irrigation - Commercial,2329400
201312,78728,Commercial,2992100
201312,78728,Irrigation - Commercial,965400
201312,78728,Large Volume,2701000
201312,78728,Wholesale,33382000
201312,78729,City of Austin,10800
201312,78729,Commercial,10146500
201312,78729,Irrigation - City of Austin,0
201312,78729,Irrigation - Commercial,3166000
201312,78729,Wholesale,24294600
201312,78730,Commercial,2388700
201312,78730,Irrigation - Commercial,2429600
201312,78731,Austin Water Utility,0
201312,78731,City of Austin,302000
201312,78731,Commercial,13235700
201312,78731,Irrigation - City of Austin,127600
201312,78731,Irrigation - Commercial,1524700
201312,78732,Commercial,1443300
201312,78732,Irrigation - Commercial,0
201312,78735,Austin Water Utility,0
201312,78735,City of Austin,258000
201312,78735,Commercial,7117200
201312,78735,Irrigation - Commercial,1675100
201312,78735,Large Volume,22185000
201312,78735,Wholesale,347000
201312,78736,Commercial,1178000
201312,78736,Irrigation - Commercial,265700
201312,78737,Commercial,238600
201312,78737,Irrigation - Commercial,188600
201312,78737,Wholesale,487400
201312,78739,City of Austin,7000
201312,78739,Commercial,1589600
201312,78739,Irrigation - City of Austin,100
201312,78739,Irrigation - Commercial,1221000
201312,78739,Wholesale,11001400
201312,78741,Austin Water Utility,65900
201312,78741,City of Austin,440400
201312,78741,Commercial,15925100
201312,78741,Irrigation - City of Austin,348600
201312,78741,Irrigation - Commercial,3164900
201312,78741,Large Volume,29362200
201312,78742,Austin Water Utility,1242700
201312,78742,Commercial,461000
201312,78742,Irrigation - Commercial,41700
201312,78744,Austin Water Utility,1070900
201312,78744,City of Austin,451600
201312,78744,Commercial,25041700
201312,78744,Irrigation - City of Austin,611900
201312,78744,Irrigation - Commercial,2896000
201312,78745,City of Austin,119200
201312,78745,Commercial,24661700
201312,78745,Irrigation - City of Austin,86000
201312,78745,Irrigation - Commercial,4617200
201312,78745,Wholesale,7311200
201312,78746,City of Austin,563200
201312,78746,Commercial,10847800
201312,78746,Irrigation - City of Austin,301100
201312,78746,Irrigation - Commercial,1494700
201312,78746,Wholesale,73225600
201312,78747,Austin Water Utility,27100
201312,78747,Commercial,742200
201312,78747,Irrigation - Commercial,467700
201312,78747,Wholesale,4613600
201312,78748,City of Austin,38600
201312,78748,Commercial,11045800
201312,78748,Irrigation - City of Austin,25700
201312,78748,Irrigation - Commercial,4345100
201312,78748,Wholesale,507700
201312,78749,Austin Water Utility,8100
201312,78749,City of Austin,129300
201312,78749,Commercial,9836300
201312,78749,Irrigation - City of Austin,1600
201312,78749,Irrigation - Commercial,6008900
201312,78750,Austin Water Utility,694100
201312,78750,City of Austin,122100
201312,78750,Commercial,8058800
201312,78750,Irrigation - City of Austin,10400
201312,78750,Irrigation - Commercial,1691400
201312,78751,City of Austin,45700
201312,78751,Commercial,10844200
201312,78751,Irrigation - City of Austin,900
201312,78751,Irrigation - Commercial,405400
201312,78752,City of Austin,25000
201312,78752,Commercial,19963700
201312,78752,Irrigation - City of Austin,0
201312,78752,Irrigation - Commercial,1280900
201312,78753,Austin Water Utility,800
201312,78753,City of Austin,56800
201312,78753,Commercial,29831900
201312,78753,Irrigation - City of Austin,297800
201312,78753,Irrigation - Commercial,6968600
201312,78754,Austin Water Utility,29700
201312,78754,City of Austin,244200
201312,78754,Commercial,11238500
201312,78754,Irrigation - City of Austin,0
201312,78754,Irrigation - Commercial,2023200
201312,78754,Large Volume,139850000
201312,78755,Commercial,28400
201312,78756,Austin Water Utility,36700
201312,78756,City of Austin,61500
201312,78756,Commercial,11103600
201312,78756,Irrigation - City of Austin,0
201312,78756,Irrigation - Commercial,284200
201312,78757,City of Austin,141700
201312,78757,Commercial,14238000
201312,78757,Irrigation - City of Austin,34100
201312,78757,Irrigation - Commercial,489900
201312,78758,City of Austin,656700
201312,78758,Commercial,38684200
201312,78758,Irrigation - City of Austin,928100
201312,78758,Irrigation - Commercial,5098200
201312,78759,Austin Water Utility,765900
201312,78759,City of Austin,68700
201312,78759,Commercial,34015100
201312,78759,Irrigation - City of Austin,100
201312,78759,Irrigation - Commercial,5823600
201312,78766,Commercial,4700
201312,78766,Irrigation - Commercial,0
201401,78613,City of Austin,0
201401,78613,Commercial,4073100
201401,78613,Irrigation - Commercial,368100
201401,78617,Austin Water Utility,115900
201401,78617,City of Austin,4670700
201401,78617,Commercial,11750400
201401,78617,Irrigation - City of Austin,0
201401,78617,Irrigation - Commercial,530000
201401,78640,Commercial,104500
201401,78652,Commercial,182800
201401,78653,Commercial,364400
201401,78653,Irrigation - Commercial,33000
201401,78653,Wholesale,0
201401,78660,Commercial,4574300
201401,78660,Irrigation - Commercial,1307800
201401,78660,Wholesale,22201800
201401,78681,City of Austin,400
201401,78681,Irrigation - City of Austin,0
201401,78701,Austin Water Utility,127000
201401,78701,City of Austin,3850000
201401,78701,Commercial,59236900
201401,78701,Irrigation - City of Austin,440900
201401,78701,Irrigation - Commercial,1385300
201401,78701,Large Volume,751000
201401,78702,Austin Water Utility,114000
201401,78702,City of Austin,1673900
201401,78702,Commercial,22055200
201401,78702,Irrigation - City of Austin,427700
201401,78702,Irrigation - Commercial,1179600
201401,78703,Austin Water Utility,46700
201401,78703,City of Austin,1342800
201401,78703,Commercial,12372400
201401,78703,Irrigation - City of Austin,61000
201401,78703,Irrigation - Commercial,696900
201401,78704,Austin Water Utility,8800
201401,78704,City of Austin,772100
201401,78704,Commercial,30275200
201401,78704,Irrigation - City of Austin,118600
201401,78704,Irrigation - Commercial,2859100
201401,78705,City of Austin,110100
201401,78705,Commercial,23626100
201401,78705,Irrigation - City of Austin,164200
201401,78705,Irrigation - Commercial,986500
201401,78705,Large Volume,4138000
201401,78710,Commercial,33500
201401,78710,Irrigation - Commercial,0
201401,78712,Commercial,3274800
201401,78712,Irrigation - Commercial,639000
201401,78712,Irrigation - Large Volume,9740700
201401,78712,Large Volume,7692300
201401,78714,Commercial,275800
201401,78714,Irrigation - Commercial,0
201401,78717,City of Austin,7600
201401,78717,Commercial,4810200
201401,78717,Irrigation - City of Austin,0
201401,78717,Irrigation - Commercial,2346600
201401,78719,Austin Water Utility,903200
201401,78719,City of Austin,1552300
201401,78719,Commercial,3316300
201401,78719,Irrigation - City of Austin,0
201401,78719,Irrigation - Commercial,388000
201401,78719,Wholesale,1049400
201401,78721,Austin Water Utility,5300
201401,78721,City of Austin,136500
201401,78721,Commercial,7541100
201401,78721,Irrigation - City of Austin,11700
201401,78721,Irrigation - Commercial,113700
201401,78722,City of Austin,21600
201401,78722,Commercial,5304900
201401,78722,Irrigation - City of Austin,1335100
201401,78722,Irrigation - Commercial,169300
201401,78723,City of Austin,1734500
201401,78723,Commercial,16185600
201401,78723,Irrigation - City of Austin,66300
201401,78723,Irrigation - Commercial,3278500
201401,78724,Austin Water Utility,32000
201401,78724,City of Austin,3072700
201401,78724,Commercial,4085900
201401,78724,Irrigation - City of Austin,0
201401,78724,Irrigation - Commercial,2175600
201401,78725,Austin Water Utility,1500
201401,78725,City of Austin,276200
201401,78725,Commercial,4956300
201401,78725,Irrigation - Commercial,41700
201401,78725,Large Volume,33185000
201401,78725,Wholesale,1068300
201401,78726,Austin Water Utility,0
201401,78726,City of Austin,9000
201401,78726,Commercial,6378800
201401,78726,Irrigation - Commercial,1275700
201401,78727,City of Austin,31900
201401,78727,Commercial,12207200
201401,78727,Irrigation - City of Austin,14000
201401,78727,Irrigation - Commercial,2721900
201401,78728,Commercial,2443000
201401,78728,Irrigation - Commercial,782300
201401,78728,Large Volume,3333000
201401,78728,Wholesale,34735400
201401,78729,City of Austin,10900
201401,78729,Commercial,10411400
201401,78729,Irrigation - City of Austin,0
201401,78729,Irrigation - Commercial,2056200
201401,78729,Wholesale,25662100
201401,78730,Commercial,2296700
201401,78730,Irrigation - Commercial,1756400
201401,78731,Austin Water Utility,0
201401,78731,City of Austin,421000
201401,78731,Commercial,11317400
201401,78731,Irrigation - City of Austin,39600
201401,78731,Irrigation - Commercial,1295900
201401,78732,Commercial,759900
201401,78732,Irrigation - Commercial,0
201401,78735,Austin Water Utility,0
201401,78735,City of Austin,306000
201401,78735,Commercial,7460000
201401,78735,Irrigation - Commercial,1638400
201401,78735,Large Volume,22142000
201401,78735,Wholesale,314800
201401,78736,Commercial,1000600
201401,78736,Irrigation - Commercial,266400
201401,78737,Commercial,294400
201401,78737,Irrigation - Commercial,200600
201401,78737,Wholesale,599000
201401,78739,City of Austin,7000
201401,78739,Commercial,1044800
201401,78739,Irrigation - City of Austin,0
201401,78739,Irrigation - Commercial,1173300
201401,78739,Wholesale,9274500
201401,78741,Austin Water Utility,150100
201401,78741,City of Austin,449200
201401,78741,Commercial,17501600
201401,78741,Irrigation - City of Austin,393700
201401,78741,Irrigation - Commercial,2388900
201401,78741,Large Volume,26350000
201401,78742,Austin Water Utility,1381900
201401,78742,Commercial,477700
201401,78742,Irrigation - Commercial,36900
201401,78744,Austin Water Utility,707000
201401,78744,City of Austin,380100
201401,78744,Commercial,23112100
201401,78744,Irrigation - City of Austin,710200
201401,78744,Irrigation - Commercial,2188300
201401,78745,City of Austin,115200
201401,78745,Commercial,29106800
201401,78745,Irrigation - City of Austin,110900
201401,78745,Irrigation - Commercial,2825200
201401,78745,Wholesale,6141600
201401,78746,City of Austin,747500
201401,78746,Commercial,8936900
201401,78746,Irrigation - City of Austin,363300
201401,78746,Irrigation - Commercial,963800
201401,78746,Wholesale,72276400
201401,78747,Austin Water Utility,35600
201401,78747,Commercial,1210100
201401,78747,Irrigation - Commercial,239500
201401,78747,Wholesale,3699000
201401,78748,City of Austin,34500
201401,78748,Commercial,12098500
201401,78748,Irrigation - City of Austin,20300
201401,78748,Irrigation - Commercial,3115300
201401,78748,Wholesale,626800
201401,78749,Austin Water Utility,100
201401,78749,City of Austin,80200
201401,78749,Commercial,9890800
201401,78749,Irrigation - City of Austin,1700
201401,78749,Irrigation - Commercial,3232100
201401,78750,Austin Water Utility,625700
201401,78750,City of Austin,117500
201401,78750,Commercial,8169800
201401,78750,Irrigation - City of Austin,0
201401,78750,Irrigation - Commercial,1073900
201401,78751,City of Austin,55800
201401,78751,Commercial,11967100
201401,78751,Irrigation - City of Austin,1800
201401,78751,Irrigation - Commercial,383700
201401,78752,City of Austin,5500
201401,78752,Commercial,21700000
201401,78752,Irrigation - City of Austin,0
201401,78752,Irrigation - Commercial,2254600
201401,78753,Austin Water Utility,1300
201401,78753,City of Austin,82400
201401,78753,Commercial,38156000
201401,78753,Irrigation - City of Austin,33000
201401,78753,Irrigation - Commercial,4917500
201401,78754,Austin Water Utility,75000
201401,78754,City of Austin,276800
201401,78754,Commercial,11458000
201401,78754,Irrigation - City of Austin,0
201401,78754,Irrigation - Commercial,1979500
201401,78754,Large Volume,144332000
201401,78755,Commercial,29400
201401,78756,Austin Water Utility,43100
201401,78756,City of Austin,22000
201401,78756,Commercial,10886200
201401,78756,Irrigation - City of Austin,0
201401,78756,Irrigation - Commercial,142900
201401,78757,City of Austin,162700
201401,78757,Commercial,15734400
201401,78757,Irrigation - City of Austin,35500
201401,78757,Irrigation - Commercial,393400
201401,78758,City of Austin,850500
201401,78758,Commercial,37482800
201401,78758,Irrigation - City of Austin,1329000
201401,78758,Irrigation - Commercial,4339500
201401,78759,Austin Water Utility,327500
201401,78759,City of Austin,164900
201401,78759,Commercial,34632100
201401,78759,Irrigation - City of Austin,1000
201401,78759,Irrigation - Commercial,3379400
201401,78766,Commercial,5800
201401,78766,Irrigation - Commercial,0
201402,78613,City of Austin,0
201402,78613,Commercial,3021700
201402,78613,Irrigation - Commercial,431900
201402,78617,Austin Water Utility,83400
201402,78617,City of Austin,5599900
201402,78617,Commercial,9733700
201402,78617,Irrigation - City of Austin,0
201402,78617,Irrigation - Commercial,997200
201402,78640,Commercial,13100
201402,78652,Commercial,632200
201402,78653,Commercial,139100
201402,78653,Irrigation - Commercial,177900
201402,78653,Wholesale,0
201402,78660,Commercial,4046400
201402,78660,Irrigation - Commercial,645800
201402,78660,Wholesale,19768900
201402,78681,City of Austin,2800
201402,78681,Irrigation - City of Austin,0
201402,78701,Austin Water Utility,90000
201402,78701,City of Austin,3279400
201402,78701,Commercial,56331900
201402,78701,Irrigation - City of Austin,266800
201402,78701,Irrigation - Commercial,989400
201402,78701,Large Volume,826000
201402,78702,Austin Water Utility,31000
201402,78702,City of Austin,2462300
201402,78702,Commercial,20654800
201402,78702,Irrigation - City of Austin,327100
201402,78702,Irrigation - Commercial,860500
201402,78703,Austin Water Utility,11100
201402,78703,City of Austin,1128700
201402,78703,Commercial,11161900
201402,78703,Irrigation - City of Austin,20000
201402,78703,Irrigation - Commercial,736900
201402,78704,Austin Water Utility,8600
201402,78704,City of Austin,762900
201402,78704,Commercial,28008000
201402,78704,Irrigation - City of Austin,37400
201402,78704,Irrigation - Commercial,2104200
201402,78705,City of Austin,75300
201402,78705,Commercial,25747700
201402,78705,Irrigation - City of Austin,129200
201402,78705,Irrigation - Commercial,1058300
201402,78705,Large Volume,6663000
201402,78710,Commercial,25900
201402,78710,Irrigation - Commercial,0
201402,78712,Commercial,5555500
201402,78712,Irrigation - Commercial,647800
201402,78712,Irrigation - Large Volume,9665000
201402,78712,Large Volume,8735700
201402,78714,Commercial,220500
201402,78714,Irrigation - Commercial,0
201402,78717,City of Austin,7600
201402,78717,Commercial,4406700
201402,78717,Irrigation - City of Austin,19100
201402,78717,Irrigation - Commercial,1533300
201402,78719,Austin Water Utility,732000
201402,78719,City of Austin,2750600
201402,78719,Commercial,3968100
201402,78719,Irrigation - City of Austin,15800
201402,78719,Irrigation - Commercial,377500
201402,78719,Wholesale,1286100
201402,78721,Austin Water Utility,7200
201402,78721,City of Austin,150800
201402,78721,Commercial,9560100
201402,78721,Irrigation - City of Austin,21800
201402,78721,Irrigation - Commercial,305500
201402,78722,City of Austin,21400
201402,78722,Commercial,4593200
201402,78722,Irrigation - City of Austin,1270300
201402,78722,Irrigation - Commercial,137900
201402,78723,Austin Water Utility,188100
201402,78723,City of Austin,1905400
201402,78723,Commercial,14218900
201402,78723,Irrigation - City of Austin,52800
201402,78723,Irrigation - Commercial,2824800
201402,78724,Austin Water Utility,32000
201402,78724,City of Austin,1983600
201402,78724,Commercial,4605600
201402,78724,Irrigation - City of Austin,0
201402,78724,Irrigation - Commercial,2058100
201402,78725,Austin Water Utility,202000
201402,78725,City of Austin,233200
201402,78725,Commercial,5330900
201402,78725,Irrigation - Commercial,30700
201402,78725,Large Volume,34609000
201402,78725,Wholesale,945700
201402,78726,Austin Water Utility,0
201402,78726,City of Austin,10000
201402,78726,Commercial,5675200
201402,78726,Irrigation - Commercial,790400
201402,78727,City of Austin,31600
201402,78727,Commercial,23538200
201402,78727,Irrigation - City of Austin,0
201402,78727,Irrigation - Commercial,2420900
201402,78728,Commercial,2895600
201402,78728,Irrigation - Commercial,1479500
201402,78728,Large Volume,2903000
201402,78728,Wholesale,29765300
201402,78729,City of Austin,9000
201402,78729,Commercial,9233100
201402,78729,Irrigation - City of Austin,0
201402,78729,Irrigation - Commercial,2727300
201402,78729,Wholesale,22806200
201402,78730,Commercial,2759200
201402,78730,Irrigation - Commercial,1251800
201402,78731,Austin Water Utility,0
201402,78731,City of Austin,277100
201402,78731,Commercial,11910200
201402,78731,Irrigation - City of Austin,4700
201402,78731,Irrigation - Commercial,1103400
201402,78732,Commercial,464600
201402,78732,Irrigation - Commercial,0
201402,78735,Austin Water Utility,0
201402,78735,City of Austin,275000
201402,78735,Commercial,6952200
201402,78735,Irrigation - Commercial,1738600
201402,78735,Large Volume,21526000
201402,78735,Wholesale,270500
201402,78736,Commercial,925600
201402,78736,Irrigation - Commercial,152900
201402,78737,Commercial,314200
201402,78737,Irrigation - Commercial,194700
201402,78737,Wholesale,565700
201402,78739,City of Austin,7000
201402,78739,Commercial,1119800
201402,78739,Irrigation - City of Austin,0
201402,78739,Irrigation - Commercial,1104500
201402,78739,Wholesale,8307700
201402,78741,Austin Water Utility,0
201402,78741,City of Austin,402400
201402,78741,Commercial,16408500
201402,78741,Irrigation - City of Austin,115500
201402,78741,Irrigation - Commercial,918000
201402,78741,Large Volume,26427000
201402,78742,Austin Water Utility,644800
201402,78742,Commercial,407100
201402,78742,Irrigation - Commercial,27500
201402,78744,Austin Water Utility,859700
201402,78744,City of Austin,267500
201402,78744,Commercial,22100700
201402,78744,Irrigation - City of Austin,547100
201402,78744,Irrigation - Commercial,2090400
201402,78745,City of Austin,215600
201402,78745,Commercial,26485400
201402,78745,Irrigation - City of Austin,65300
201402,78745,Irrigation - Commercial,1992600
201402,78745,Wholesale,5448300
201402,78746,City of Austin,912400
201402,78746,Commercial,9330700
201402,78746,Irrigation - City of Austin,49300
201402,78746,Irrigation - Commercial,865800
201402,78746,Wholesale,66707900
201402,78747,Austin Water Utility,53400
201402,78747,Commercial,788600
201402,78747,Irrigation - Commercial,392100
201402,78747,Wholesale,3841800
201402,78748,City of Austin,34800
201402,78748,Commercial,10758200
201402,78748,Irrigation - City of Austin,25600
201402,78748,Irrigation - Commercial,2518300
201402,78748,Wholesale,480700
201402,78749,Austin Water Utility,11100
201402,78749,City of Austin,69500
201402,78749,Commercial,9155300
201402,78749,Irrigation - City of Austin,1700
201402,78749,Irrigation - Commercial,1757600
201402,78750,Austin Water Utility,177200
201402,78750,City of Austin,138600
201402,78750,Commercial,6984700
201402,78750,Irrigation - City of Austin,0
201402,78750,Irrigation - Commercial,1382800
201402,78751,City of Austin,52900
201402,78751,Commercial,12033700
201402,78751,Irrigation - City of Austin,900
201402,78751,Irrigation - Commercial,199200
201402,78752,City of Austin,12200
201402,78752,Commercial,20006700
201402,78752,Irrigation - City of Austin,0
201402,78752,Irrigation - Commercial,1837200
201402,78753,Austin Water Utility,5300
201402,78753,City of Austin,61500
201402,78753,Commercial,28558900
201402,78753,Irrigation - City of Austin,173300
201402,78753,Irrigation - Commercial,5621800
201402,78754,Austin Water Utility,167900
201402,78754,City of Austin,273900
201402,78754,Commercial,9748700
201402,78754,Irrigation - City of Austin,0
201402,78754,Irrigation - Commercial,1525800
201402,78754,Large Volume,112888400
201402,78755,Commercial,27000
201402,78756,Austin Water Utility,25600
201402,78756,City of Austin,19700
201402,78756,Commercial,9622100
201402,78756,Irrigation - City of Austin,0
201402,78756,Irrigation - Commercial,117900
201402,78757,City of Austin,268700
201402,78757,Commercial,13474400
201402,78757,Irrigation - City of Austin,51300
201402,78757,Irrigation - Commercial,289600
201402,78758,City of Austin,1337200
201402,78758,Commercial,31500900
201402,78758,Irrigation - City of Austin,656100
201402,78758,Irrigation - Commercial,3886200
201402,78759,Austin Water Utility,206800
201402,78759,City of Austin,124300
201402,78759,Commercial,36967000
201402,78759,Irrigation - City of Austin,0
201402,78759,Irrigation - Commercial,2458300
201402,78766,Commercial,6400
201402,78766,Irrigation - Commercial,0
201403,78613,City of Austin,0
201403,78613,Commercial,3276800
201403,78613,Irrigation - Commercial,606700
201403,78617,Austin Water Utility,215600
201403,78617,City of Austin,2704900
201403,78617,Commercial,10655700
201403,78617,Irrigation - City of Austin,0
201403,78617,Irrigation - Commercial,291700
201403,78640,Commercial,12800
201403,78652,Commercial,516500
201403,78653,Commercial,84800
201403,78653,Irrigation - Commercial,306300
201403,78653,Wholesale,0
201403,78660,Commercial,5024500
201403,78660,Irrigation - Commercial,608400
201403,78660,Wholesale,19322600
201403,78681,City of Austin,2200
201403,78681,Irrigation - City of Austin,24000
201403,78701,Austin Water Utility,80000
201403,78701,City of Austin,4277800
201403,78701,Commercial,57458400
201403,78701,Irrigation - City of Austin,262500
201403,78701,Irrigation - Commercial,1148500
201403,78701,Large Volume,1839000
201403,78702,Austin Water Utility,76000
201403,78702,City of Austin,3376000
201403,78702,Commercial,20232000
201403,78702,Irrigation - City of Austin,333900
201403,78702,Irrigation - Commercial,1077200
201403,78703,Austin Water Utility,49000
201403,78703,City of Austin,936200
201403,78703,Commercial,11472100
201403,78703,Irrigation - City of Austin,29800
201403,78703,Irrigation - Commercial,1051100
201403,78704,Austin Water Utility,9300
201403,78704,City of Austin,616600
201403,78704,Commercial,28767600
201403,78704,Irrigation - City of Austin,65600
201403,78704,Irrigation - Commercial,2022500
201403,78705,City of Austin,59200
201403,78705,Commercial,27975600
201403,78705,Irrigation - City of Austin,4100
201403,78705,Irrigation - Commercial,1453400
201403,78705,Large Volume,2565000
201403,78710,Commercial,24300
201403,78710,Irrigation - Commercial,0
201403,78712,Commercial,5676200
201403,78712,Irrigation - Commercial,937300
201403,78712,Irrigation - Large Volume,11068000
201403,78712,Large Volume,14536600
201403,78714,Commercial,247700
201403,78714,Irrigation - Commercial,5000
201403,78717,City of Austin,7600
201403,78717,Commercial,4748300
201403,78717,Irrigation - City of Austin,23800
201403,78717,Irrigation - Commercial,1567400
201403,78719,Austin Water Utility,735300
201403,78719,City of Austin,2588600
201403,78719,Commercial,4473700
201403,78719,Irrigation - City of Austin,19000
201403,78719,Irrigation - Commercial,440500
201403,78719,Wholesale,1203700
201403,78721,Austin Water Utility,6600
201403,78721,City of Austin,156000
201403,78721,Commercial,6862100
201403,78721,Irrigation - City of Austin,18600
201403,78721,Irrigation - Commercial,103000
201403,78722,City of Austin,27700
201403,78722,Commercial,4550000
201403,78722,Irrigation - City of Austin,1284100
201403,78722,Irrigation - Commercial,272700
201403,78723,Austin Water Utility,24100
201403,78723,City of Austin,1890700
201403,78723,Commercial,14783900
201403,78723,Irrigation - City of Austin,5700
201403,78723,Irrigation - Commercial,2860300
201403,78724,Austin Water Utility,15000
201403,78724,City of Austin,2443000
201403,78724,Commercial,4498200
201403,78724,Irrigation - City of Austin,0
201403,78724,Irrigation - Commercial,2442800
201403,78725,Austin Water Utility,262200
201403,78725,City of Austin,236700
201403,78725,Commercial,4407800
201403,78725,Irrigation - Commercial,64100
201403,78725,Large Volume,34556000
201403,78725,Wholesale,974500
201403,78726,Austin Water Utility,0
201403,78726,City of Austin,8000
201403,78726,Commercial,6025500
201403,78726,Irrigation - Commercial,1685800
201403,78727,City of Austin,28200
201403,78727,Commercial,17657100
201403,78727,Irrigation - City of Austin,0
201403,78727,Irrigation - Commercial,3548900
201403,78728,Commercial,2399300
201403,78728,Irrigation - Commercial,1431300
201403,78728,Large Volume,2753000
201403,78728,Wholesale,29928300
201403,78729,City of Austin,10400
201403,78729,Commercial,9916900
201403,78729,Irrigation - City of Austin,0
201403,78729,Irrigation - Commercial,2214700
201403,78729,Wholesale,22333300
201403,78730,Commercial,2372900
201403,78730,Irrigation - Commercial,1518800
201403,78731,Austin Water Utility,0
201403,78731,City of Austin,268300
201403,78731,Commercial,11847600
201403,78731,Irrigation - City of Austin,30800
201403,78731,Irrigation - Commercial,1669300
201403,78732,Commercial,298000
201403,78732,Irrigation - Commercial,0
201403,78735,Austin Water Utility,0
201403,78735,City of Austin,258000
201403,78735,Commercial,8602100
201403,78735,Irrigation - Commercial,2084900
201403,78735,Large Volume,20684000
201403,78735,Wholesale,329200
201403,78736,Commercial,1066500
201403,78736,Irrigation - Commercial,800
201403,78737,Commercial,293000
201403,78737,Irrigation - Commercial,185400
201403,78737,Wholesale,550500
201403,78739,City of Austin,7000
201403,78739,Commercial,1555900
201403,78739,Irrigation - City of Austin,400
201403,78739,Irrigation - Commercial,805300
201403,78739,Wholesale,9449700
201403,78741,Austin Water Utility,0
201403,78741,City of Austin,440700
201403,78741,Commercial,16618700
201403,78741,Irrigation - City of Austin,230500
201403,78741,Irrigation - Commercial,1616200
201403,78741,Large Volume,30969000
201403,78742,Austin Water Utility,40900
201403,78742,Commercial,512500
201403,78742,Irrigation - Commercial,57000
201403,78744,Austin Water Utility,483100
201403,78744,City of Austin,447500
201403,78744,Commercial,23836000
201403,78744,Irrigation - City of Austin,693600
201403,78744,Irrigation - Commercial,2546300
201403,78745,City of Austin,199900
201403,78745,Commercial,27422500
201403,78745,Irrigation - City of Austin,42500
201403,78745,Irrigation - Commercial,1903400
201403,78745,Wholesale,5567500
201403,78746,City of Austin,1381000
201403,78746,Commercial,9424100
201403,78746,Irrigation - City of Austin,12000
201403,78746,Irrigation - Commercial,1302000
201403,78746,Wholesale,69279100
201403,78747,Austin Water Utility,52800
201403,78747,Commercial,849700
201403,78747,Irrigation - Commercial,251100
201403,78747,Wholesale,3712700
201403,78748,City of Austin,35200
201403,78748,Commercial,10392600
201403,78748,Irrigation - City of Austin,20300
201403,78748,Irrigation - Commercial,2439400
201403,78748,Wholesale,526100
201403,78749,Austin Water Utility,300
201403,78749,City of Austin,30600
201403,78749,Commercial,9617100
201403,78749,Irrigation - City of Austin,2100
201403,78749,Irrigation - Commercial,2884700
201403,78750,Austin Water Utility,10200
201403,78750,City of Austin,225300
201403,78750,Commercial,6752400
201403,78750,Irrigation - City of Austin,0
201403,78750,Irrigation - Commercial,1740900
201403,78751,City of Austin,25900
201403,78751,Commercial,11991100
201403,78751,Irrigation - City of Austin,3700
201403,78751,Irrigation - Commercial,183500
201403,78752,City of Austin,96800
201403,78752,Commercial,21598400
201403,78752,Irrigation - City of Austin,0
201403,78752,Irrigation - Commercial,1117200
201403,78753,Austin Water Utility,7900
201403,78753,City of Austin,81000
201403,78753,Commercial,34667800
201403,78753,Irrigation - City of Austin,75600
201403,78753,Irrigation - Commercial,4419800
201403,78754,Austin Water Utility,262000
201403,78754,City of Austin,165100
201403,78754,Commercial,10667600
201403,78754,Irrigation - City of Austin,0
201403,78754,Irrigation - Commercial,2160800
201403,78754,Large Volume,106822800
201403,78755,Commercial,29800
201403,78756,Austin Water Utility,36900
201403,78756,City of Austin,20200
201403,78756,Commercial,9554800
201403,78756,Irrigation - City of Austin,0
201403,78756,Irrigation - Commercial,282900
201403,78757,City of Austin,202100
201403,78757,Commercial,13942900
201403,78757,Irrigation - City of Austin,0
201403,78757,Irrigation - Commercial,384200
201403,78758,City of Austin,763500
201403,78758,Commercial,39293700
201403,78758,Irrigation - City of Austin,831000
201403,78758,Irrigation - Commercial,5072900
201403,78759,Austin Water Utility,175200
201403,78759,City of Austin,22100
201403,78759,Commercial,32478100
201403,78759,Irrigation - City of Austin,1200
201403,78759,Irrigation - Commercial,3561300
201403,78766,Commercial,4900
201403,78766,Irrigation - Commercial,0
201404,78613,City of Austin,0
201404,78613,Commercial,3428200
201404,78613,Irrigation - Commercial,1180700
201404,78617,Austin Water Utility,41800
201404,78617,City of Austin,3111400
201404,78617,Commercial,11395700
201404,78617,Irrigation - City of Austin,0
201404,78617,Irrigation - Commercial,1253100
201404,78640,Commercial,82100
201404,78652,Commercial,1652900
201404,78653,Commercial,127400
201404,78653,Irrigation - Commercial,350200
201404,78653,Wholesale,0
201404,78660,Commercial,5446000
201404,78660,Irrigation - Commercial,1175400
201404,78660,Wholesale,19838900
201404,78681,City of Austin,3300
201404,78681,Irrigation - City of Austin,56000
201404,78701,Austin Water Utility,110000
201404,78701,City of Austin,6468500
201404,78701,Commercial,69066800
201404,78701,Irrigation - City of Austin,462100
201404,78701,Irrigation - Commercial,2018700
201404,78701,Large Volume,1330000
201404,78702,Austin Water Utility,120000
201404,78702,City of Austin,3756800
201404,78702,Commercial,24944100
201404,78702,Irrigation - City of Austin,407200
201404,78702,Irrigation - Commercial,1329300
201404,78703,Austin Water Utility,18100
201404,78703,City of Austin,1355000
201404,78703,Commercial,12819200
201404,78703,Irrigation - City of Austin,84900
201404,78703,Irrigation - Commercial,1266400
201404,78704,Austin Water Utility,10000
201404,78704,City of Austin,804200
201404,78704,Commercial,32126200
201404,78704,Irrigation - City of Austin,225300
201404,78704,Irrigation - Commercial,3520400
201404,78705,City of Austin,71800
201404,78705,Commercial,29478700
201404,78705,Irrigation - City of Austin,38000
