Year Month,Postal Code,Customer Class,Total Gallons
201512,78731,Irrigation - City of Austin,9200
201512,78731,Irrigation - Commercial,2039100
201512,78732,Austin Water Utility,7000
201512,78732,Commercial,92900
201512,78732,Irrigation - Commercial,0
201512,78735,Austin Water Utility,0
201512,78735,City of Austin,252000
201512,78735,Commercial,7352500
201512,78735,Irrigation - Commercial,2401700
201512,78735,Large Volume,27562500
201512,78735,Wholesale,336800
201512,78736,Commercial,1196400
201512,78736,Irrigation - Commercial,260500
201512,78737,Commercial,239500
201512,78737,Irrigation - Commercial,182000
201512,78737,Wholesale,431300
201512,78739,Austin Water Utility,0
201512,78739,City of Austin,7000
201512,78739,Commercial,1148500
201512,78739,Irrigation - City of Austin,900
201512,78739,Irrigation - Commercial,790200
201512,78739,Wholesale,10757500
201512,78741,Austin Water Utility,0
201512,78741,City of Austin,500600
201512,78741,Commercial,14441300
201512,78741,Irrigation - City of Austin,259700
201512,78741,Irrigation - Commercial,1910900
201512,78741,Large Volume,27711000
201512,78742,Austin Water Utility,0
201512,78742,Commercial,589400
201512,78742,Irrigation - Commercial,133300
201512,78744,Austin Water Utility,423300
201512,78744,City of Austin,440700
201512,78744,Commercial,24574700
201512,78744,Irrigation - City of Austin,422400
201512,78744,Irrigation - Commercial,7337300
201512,78745,City of Austin,156900
201512,78745,Commercial,29283000
201512,78745,Irrigation - City of Austin,38500
201512,78745,Irrigation - Commercial,3411200
201512,78745,Wholesale,7614900
201512,78746,Austin Water Utility,0
201512,78746,City of Austin,297500
201512,78746,Commercial,11215000
201512,78746,Irrigation - City of Austin,1138500
201512,78746,Irrigation - Commercial,3068600
201512,78746,Wholesale,58015000
201512,78747,Austin Water Utility,0
201512,78747,Commercial,1169000
201512,78747,Irrigation - Commercial,618100
201512,78747,Wholesale,4267500
201512,78748,City of Austin,33800
201512,78748,Commercial,11366100
201512,78748,Irrigation - City of Austin,4500
201512,78748,Irrigation - Commercial,4094200
201512,78748,Wholesale,426100
201512,78749,Austin Water Utility,0
201512,78749,City of Austin,34900
201512,78749,Commercial,9200200
201512,78749,Irrigation - City of Austin,96600
201512,78749,Irrigation - Commercial,5001600
201512,78750,Austin Water Utility,958700
201512,78750,City of Austin,168900
201512,78750,Commercial,8572900
201512,78750,Irrigation - City of Austin,0
201512,78750,Irrigation - Commercial,2577200
201512,78751,City of Austin,44100
201512,78751,Commercial,12501600
201512,78751,Irrigation - City of Austin,1600
201512,78751,Irrigation - Commercial,335700
201512,78752,Austin Water Utility,0
201512,78752,City of Austin,39500
201512,78752,Commercial,20236900
201512,78752,Irrigation - City of Austin,0
201512,78752,Irrigation - Commercial,1590100
201512,78753,Austin Water Utility,400
201512,78753,City of Austin,86900
201512,78753,Commercial,32107200
201512,78753,Irrigation - City of Austin,329600
201512,78753,Irrigation - Commercial,6048300
201512,78754,Austin Water Utility,55700
201512,78754,City of Austin,264800
201512,78754,Commercial,10240400
201512,78754,Irrigation - City of Austin,108600
201512,78754,Irrigation - Commercial,3686000
201512,78754,Large Volume,154776400
201512,78755,Commercial,28800
201512,78756,Austin Water Utility,93400
201512,78756,City of Austin,22200
201512,78756,Commercial,11385100
201512,78756,Irrigation - City of Austin,0
201512,78756,Irrigation - Commercial,433100
201512,78757,City of Austin,257500
201512,78757,Commercial,15106100
201512,78757,Irrigation - City of Austin,26500
201512,78757,Irrigation - Commercial,1166200
201512,78758,City of Austin,919300
201512,78758,Commercial,39224000
201512,78758,Irrigation - City of Austin,1058600
201512,78758,Irrigation - Commercial,6011500
201512,78759,Austin Water Utility,52000
201512,78759,City of Austin,28300
201512,78759,Commercial,34243200
201512,78759,Irrigation - City of Austin,57600
201512,78759,Irrigation - Commercial,7284000
201512,78766,Commercial,5400
201512,78766,Irrigation - Commercial,0
201601,78613,Commercial,4511500
201601,78613,Irrigation - Commercial,1656000
201601,78617,Austin Water Utility,175100
201601,78617,City of Austin,254700
201601,78617,Commercial,5101300
201601,78617,Irrigation - City of Austin,1000
201601,78617,Irrigation - Commercial,1264800
201601,78640,Commercial,58200
201601,78652,Commercial,411400
201601,78652,Irrigation - Commercial,605600
201601,78653,Commercial,312700
201601,78653,Irrigation - Commercial,30100
201601,78653,Wholesale,0
201601,78660,Commercial,4516300
201601,78660,Irrigation - Commercial,1203500
201601,78660,Wholesale,23369600
201601,78681,City of Austin,1700
201601,78681,Commercial,158200
201601,78681,Irrigation - City of Austin,8000
201601,78681,Irrigation - Commercial,296900
201601,78701,Austin Water Utility,142000
201601,78701,City of Austin,4706100
201601,78701,Commercial,63253300
201601,78701,Irrigation - City of Austin,613100
201601,78701,Irrigation - Commercial,1296200
201601,78701,Large Volume,728000
201601,78702,Austin Water Utility,242000
201601,78702,City of Austin,1891500
201601,78702,Commercial,21741500
201601,78702,Irrigation - City of Austin,738900
201601,78702,Irrigation - Commercial,1061800
201601,78703,Austin Water Utility,45300
201601,78703,City of Austin,1578500
201601,78703,Commercial,13261600
201601,78703,Irrigation - City of Austin,193100
201601,78703,Irrigation - Commercial,1073000
201601,78704,Austin Water Utility,9000
201601,78704,City of Austin,1151100
201601,78704,Commercial,31700200
201601,78704,Irrigation - City of Austin,242500
201601,78704,Irrigation - Commercial,2218800
201601,78705,City of Austin,60400
201601,78705,Commercial,23628500
201601,78705,Irrigation - City of Austin,4800
201601,78705,Irrigation - Commercial,1039800
201601,78705,Large Volume,9872000
201601,78710,Commercial,31100
201601,78710,Irrigation - Commercial,5400
201601,78712,Commercial,7732900
201601,78712,Irrigation - Commercial,114200
201601,78712,Irrigation - Large Volume,9454000
201601,78712,Large Volume,3248000
201601,78714,Commercial,231800
201601,78714,Irrigation - Commercial,0
201601,78717,City of Austin,80100
201601,78717,Commercial,5485700
201601,78717,Irrigation - City of Austin,0
201601,78717,Irrigation - Commercial,2829800
201601,78719,Austin Water Utility,0
201601,78719,City of Austin,2732300
201601,78719,Commercial,3467600
201601,78719,Irrigation - City of Austin,108200
201601,78719,Irrigation - Commercial,110300
201601,78719,Wholesale,1439900
201601,78721,Austin Water Utility,4500
201601,78721,City of Austin,114300
201601,78721,Commercial,5058000
201601,78721,Irrigation - City of Austin,35500
201601,78721,Irrigation - Commercial,244500
201601,78722,City of Austin,57100
201601,78722,Commercial,4671000
201601,78722,Irrigation - City of Austin,7300
201601,78722,Irrigation - Commercial,468500
201601,78723,Austin Water Utility,11200
201601,78723,City of Austin,1620900
201601,78723,Commercial,14709800
201601,78723,Irrigation - City of Austin,2400
201601,78723,Irrigation - Commercial,4063100
201601,78724,Austin Water Utility,1437100
201601,78724,City of Austin,5814400
201601,78724,Commercial,3889600
201601,78724,Irrigation - City of Austin,0
201601,78724,Irrigation - Commercial,1868200
201601,78725,Austin Water Utility,0
201601,78725,City of Austin,381500
201601,78725,Commercial,3975200
201601,78725,Irrigation - Commercial,90300
201601,78725,Large Volume,35772000
201601,78725,Wholesale,806800
201601,78726,Austin Water Utility,0
201601,78726,City of Austin,11000
201601,78726,Commercial,6362200
201601,78726,Irrigation - Commercial,2611000
201601,78727,City of Austin,19300
201601,78727,Commercial,17162700
201601,78727,Irrigation - City of Austin,31200
201601,78727,Irrigation - Commercial,5465600
201601,78728,Commercial,6496100
201601,78728,Irrigation - Commercial,1353900
201601,78728,Wholesale,36379900
201601,78729,City of Austin,8400
201601,78729,Commercial,11124300
201601,78729,Irrigation - City of Austin,0
201601,78729,Irrigation - Commercial,2148600
201601,78729,Wholesale,26218900
201601,78730,Commercial,3231900
201601,78730,Irrigation - Commercial,2023600
201601,78731,Austin Water Utility,0
201601,78731,City of Austin,143600
201601,78731,Commercial,13103800
201601,78731,Irrigation - City of Austin,2500
201601,78731,Irrigation - Commercial,1967200
201601,78732,Austin Water Utility,0
201601,78732,Commercial,91000
201601,78732,Irrigation - Commercial,0
201601,78735,Austin Water Utility,0
201601,78735,City of Austin,284000
201601,78735,Commercial,7850500
201601,78735,Irrigation - Commercial,1726800
201601,78735,Large Volume,25647000
201601,78735,Wholesale,394500
201601,78736,Commercial,906600
201601,78736,Irrigation - Commercial,129700
201601,78737,Commercial,257300
201601,78737,Irrigation - Commercial,150400
201601,78737,Wholesale,531500
201601,78739,Austin Water Utility,0
201601,78739,City of Austin,8000
201601,78739,Commercial,798800
201601,78739,Irrigation - City of Austin,100
201601,78739,Irrigation - Commercial,343700
201601,78739,Wholesale,10842700
201601,78741,Austin Water Utility,29600
201601,78741,City of Austin,371600
201601,78741,Commercial,15289100
201601,78741,Irrigation - City of Austin,310900
201601,78741,Irrigation - Commercial,1659300
201601,78741,Large Volume,28272000
201601,78742,Austin Water Utility,0
201601,78742,Commercial,677500
201601,78742,Irrigation - Commercial,123000
201601,78744,Austin Water Utility,48800
201601,78744,City of Austin,324600
201601,78744,Commercial,23625700
201601,78744,Irrigation - City of Austin,467400
201601,78744,Irrigation - Commercial,5764800
201601,78745,City of Austin,128000
201601,78745,Commercial,28305800
201601,78745,Irrigation - City of Austin,47200
201601,78745,Irrigation - Commercial,3631500
201601,78745,Wholesale,6158800
201601,78746,Austin Water Utility,315500
201601,78746,City of Austin,348000
201601,78746,Commercial,10132700
201601,78746,Irrigation - City of Austin,12000
201601,78746,Irrigation - Commercial,2038500
201601,78746,Wholesale,62294500
201601,78747,Austin Water Utility,0
201601,78747,Commercial,998800
201601,78747,Irrigation - Commercial,531300
201601,78747,Wholesale,5252900
201601,78748,City of Austin,36000
201601,78748,Commercial,11935900
201601,78748,Irrigation - City of Austin,4500
201601,78748,Irrigation - Commercial,3138200
201601,78748,Wholesale,518500
201601,78749,Austin Water Utility,100
201601,78749,City of Austin,40500
201601,78749,Commercial,10304500
201601,78749,Irrigation - City of Austin,55000
201601,78749,Irrigation - Commercial,3297600
201601,78750,Austin Water Utility,1240800
201601,78750,City of Austin,146800
201601,78750,Commercial,8515400
201601,78750,Irrigation - City of Austin,0
201601,78750,Irrigation - Commercial,2015600
201601,78751,City of Austin,45500
201601,78751,Commercial,11370700
201601,78751,Irrigation - City of Austin,1200
201601,78751,Irrigation - Commercial,317200
201601,78752,Austin Water Utility,0
201601,78752,City of Austin,34700
201601,78752,Commercial,19935100
201601,78752,Irrigation - City of Austin,0
201601,78752,Irrigation - Commercial,1669300
201601,78753,Austin Water Utility,0
201601,78753,City of Austin,31400
201601,78753,Commercial,34132600
201601,78753,Irrigation - City of Austin,417000
201601,78753,Irrigation - Commercial,5256000
201601,78754,Austin Water Utility,296200
201601,78754,City of Austin,262600
201601,78754,Commercial,10213100
201601,78754,Irrigation - City of Austin,139600
201601,78754,Irrigation - Commercial,3237800
201601,78754,Large Volume,178629000
201601,78755,Commercial,29100
201601,78756,Austin Water Utility,63200
201601,78756,City of Austin,21400
201601,78756,Commercial,9906800
201601,78756,Irrigation - City of Austin,0
201601,78756,Irrigation - Commercial,281400
201601,78757,City of Austin,209000
201601,78757,Commercial,15369900
201601,78757,Irrigation - City of Austin,48700
201601,78757,Irrigation - Commercial,1339900
201601,78758,City of Austin,884100
201601,78758,Commercial,38266200
201601,78758,Irrigation - City of Austin,1039600
201601,78758,Irrigation - Commercial,5509400
201601,78759,Austin Water Utility,51100
201601,78759,City of Austin,34400
201601,78759,Commercial,33458600
201601,78759,Irrigation - City of Austin,46300
201601,78759,Irrigation - Commercial,5538300
201601,78766,Commercial,6300
201601,78766,Irrigation - Commercial,0
201602,78613,Commercial,3669000
201602,78613,Irrigation - Commercial,1528400
201602,78617,Austin Water Utility,48200
201602,78617,City of Austin,159800
201602,78617,Commercial,8296100
201602,78617,Irrigation - City of Austin,0
201602,78617,Irrigation - Commercial,1366500
201602,78640,Commercial,0
201602,78652,Commercial,518800
201602,78652,Irrigation - Commercial,547200
201602,78653,Commercial,868600
201602,78653,Irrigation - Commercial,322600
201602,78653,Wholesale,0
201602,78660,Commercial,5252400
201602,78660,Irrigation - Commercial,1243000
201602,78660,Wholesale,19458700
201602,78681,City of Austin,3200
201602,78681,Irrigation - City of Austin,0
201602,78681,Irrigation - Commercial,0
201602,78701,Austin Water Utility,148000
201602,78701,City of Austin,5781700
201602,78701,Commercial,62448100
201602,78701,Irrigation - City of Austin,603800
201602,78701,Irrigation - Commercial,1041200
201602,78701,Large Volume,538000
201602,78702,Austin Water Utility,94000
201602,78702,City of Austin,1328300
201602,78702,Commercial,21907100
201602,78702,Irrigation - City of Austin,508500
201602,78702,Irrigation - Commercial,904400
201602,78703,Austin Water Utility,42400
201602,78703,City of Austin,796100
201602,78703,Commercial,11321500
201602,78703,Irrigation - City of Austin,636900
201602,78703,Irrigation - Commercial,1056000
201602,78704,Austin Water Utility,7300
201602,78704,City of Austin,1043000
201602,78704,Commercial,30136500
201602,78704,Irrigation - City of Austin,132500
201602,78704,Irrigation - Commercial,2392100
201602,78705,City of Austin,66800
201602,78705,Commercial,23404400
201602,78705,Irrigation - City of Austin,4700
201602,78705,Irrigation - Commercial,1141200
201602,78705,Large Volume,9888000
201602,78710,Commercial,22100
201602,78710,Irrigation - Commercial,0
201602,78712,Commercial,7937700
201602,78712,Irrigation - Commercial,316600
201602,78712,Irrigation - Large Volume,7649000
201602,78712,Large Volume,4463600
201602,78714,Commercial,202800
201602,78714,Irrigation - Commercial,0
201602,78717,City of Austin,86800
201602,78717,Commercial,5779200
201602,78717,Irrigation - City of Austin,0
